position,track_name,artist,streams,year,month,day,danceability,energy,speechiness,acousticness,valence,tempo
7,Rockin' Around The Christmas Tree,Brenda Lee,5768868,2018,12,24,0.589,0.472,0.0502,0.614,0.898,67.196
8,Happy Xmas (War Is Over) - Remastered,John Lennon,5692945,2018,12,24,0.328,0.607,0.0315,0.319,0.395,146.539
9,Do They Know It's Christmas? - 1984 Version,Band Aid,5497071,2018,12,24,0.599,0.642,0.0363,0.164,0.349,115.412
10,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,5040731,2018,12,24,0.774,0.511,0.0319,0.322,0.771,94.736
11,Driving Home for Christmas,Chris Rea,4918077,2018,12,24,0.497,0.661,0.0361,0.328,0.894,180.225
12,Mistletoe,Justin Bieber,4512689,2018,12,24,0.658,0.56,0.0467,0.498,0.854,161.994
13,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,4376222,2018,12,24,0.603,0.321,0.0599,0.881,0.844,143.104
14,"thank u, next",Ariana Grande,4370283,2018,12,24,0.724,0.647,0.0658,0.28,0.435,106.96
15,Feliz Navidad,José Feliciano,4035845,2018,12,24,0.485,0.857,0.0442,0.534,0.963,148.749
16,Have Yourself A Merry Little Christmas,Sam Smith,3993757,2018,12,24,0.399,0.181,0.0416,0.953,0.318,145.512
17,White Christmas,Bing Crosby,3959705,2018,12,24,0.317,0.158,0.0381,0.673,0.247,130.503
18,Underneath the Tree,Kelly Clarkson,3917370,2018,12,24,0.509,0.812,0.0537,0.0013,0.689,159.876
19,Wow.,Post Malone,3804811,2018,12,24,0.833,0.539,0.178,0.163,0.385,99.947
20,Sleigh Ride,The Ronettes,3706395,2018,12,24,0.528,0.772,0.0288,0.403,0.852,91.735
21,Merry Christmas Everyone - Remastered,Shakin' Stevens,3691375,2018,12,24,0.541,0.909,0.0358,0.128,0.962,203.862
22,Holly Jolly Christmas,Michael Bublé,3671240,2018,12,24,0.647,0.465,0.0428,0.865,0.699,151.251
23,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3617344,2018,12,24,0.841,0.798,0.229,0.153,0.591,95.948
24,The Christmas Song (Merry Christmas To You),Nat King Cole,3602771,2018,12,24,0.319,0.21,0.0341,0.92,0.209,78.696
25,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,3601688,2018,12,24,0.666,0.841,0.0312,0.613,0.84,128.718
26,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3446698,2018,12,24,0.76,0.479,0.0466,0.556,0.913,89.911
27,A Holly Jolly Christmas - Single Version,Burl Ives,3420838,2018,12,24,0.674,0.37,0.0309,0.616,0.862,140.352
28,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,3400159,2018,12,24,0.452,0.24,0.0351,0.912,0.701,134.005
29,Santa Claus Is Coming to Town,Michael Bublé,3250540,2018,12,24,0.594,0.389,0.0517,0.785,0.396,122.331
30,MIA (feat. Drake),Bad Bunny,3106234,2018,12,24,0.817,0.539,0.0621,0.0141,0.158,97.062
31,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,2964913,2018,12,24,0.725,0.276,0.0599,0.76,0.717,112.89
32,Without Me,Halsey,2909410,2018,12,24,0.752,0.488,0.0705,0.297,0.533,136.041
33,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2877289,2018,12,24,0.319,0.651,0.0342,0.501,0.474,118.501
34,Christmas Lights,Coldplay,2800678,2018,12,24,0.312,0.418,0.0296,0.131,0.237,130.795
35,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2799818,2018,12,24,0.583,0.572,0.0366,0.738,0.684,113.998
36,My Only Wish (This Year),Britney Spears,2767375,2018,12,24,0.664,0.741,0.0277,0.216,0.669,147.077
37,Blue Christmas,Elvis Presley,2667039,2018,12,24,0.465,0.27,0.0425,0.902,0.58,94.519
38,Thank God It's Christmas - 2011 Remaster,Queen,2646871,2018,12,24,0.275,0.443,0.0318,0.24,0.291,71.986
39,Santa Baby,Kylie Minogue,2553285,2018,12,24,0.675,0.384,0.0449,0.749,0.416,86.952
40,Christmas (Baby Please Come Home),Mariah Carey,2536520,2018,12,24,0.566,0.782,0.0311,0.022,0.697,127.16
41,Adan y Eva,Paulo Londra,2522448,2018,12,24,0.767,0.709,0.336,0.323,0.72,171.993
42,Winter Wonderland,Tony Bennett,2506576,2018,12,24,0.452,0.366,0.0415,0.833,0.629,115.006
43,SICKO MODE,Travis Scott,2476070,2018,12,24,0.834,0.73,0.222,0.00513,0.446,155.008
44,Step Into Christmas,Elton John,2469876,2018,12,24,0.54,0.928,0.0337,0.0887,0.796,140.419
45,Santa Baby,Ariana Grande,2373999,2018,12,24,0.747,0.776,0.144,0.0581,0.812,95.991
46,Happier,Marshmello,2325467,2018,12,24,0.687,0.792,0.0452,0.191,0.671,100.015
47,Sweet but Psycho,Ava Max,2274519,2018,12,24,0.719,0.704,0.0476,0.0691,0.628,133.002
48,Run Rudolph Run - Single Version,Chuck Berry,2272251,2018,12,24,0.688,0.711,0.0832,0.788,0.935,152.277
49,I'll Be Home,Meghan Trainor,2259899,2018,12,24,0.514,0.362,0.0263,0.303,0.301,84.767
50,ZEZE (feat. Travis Scott & Offset),Kodak Black,2232194,2018,12,24,0.861,0.603,0.176,0.0521,0.504,98.043
51,Hallelujah,Pentatonix,2193765,2018,12,24,0.321,0.377,0.0361,0.454,0.367,119.483
52,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,2187718,2018,12,24,0.355,0.668,0.0482,0.362,0.413,139.734
53,White Christmas (duet with Shania Twain),Michael Bublé,2172152,2018,12,24,0.628,0.484,0.0319,0.469,0.642,63.476
54,Calma - Remix,Pedro Capó,2154957,2018,12,24,0.826,0.773,0.0524,0.323,0.761,126.899
55,Santa Claus Is Coming To Town,The Jackson 5,2147354,2018,12,24,0.696,0.564,0.0371,0.277,0.932,146.709
56,Santa's Coming For Us,Sia,2115003,2018,12,24,0.669,0.854,0.0999,0.0205,0.707,93.057
57,Going Bad (feat. Drake),Meek Mill,2075096,2018,12,24,0.889,0.496,0.0905,0.259,0.544,86.003
58,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,2066191,2018,12,24,0.635,0.87,0.04,0.0156,0.912,93
59,Rudolph The Red-Nosed Reindeer,Dean Martin,1958457,2018,12,24,0.478,0.201,0.0332,0.919,0.857,136.471
60,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,1937044,2018,12,24,0.7,0.138,0.0612,0.902,0.49,84.487
61,What Christmas Means To Me,Stevie Wonder,1911262,2018,12,24,0.478,0.542,0.0367,0.244,0.821,167.486
62,Mo Bamba,Sheck Wes,1883167,2018,12,24,0.729,0.625,0.0315,0.194,0.261,146.034
63,imagine,Ariana Grande,1815755,2018,12,24,0.714,0.474,0.039,0.374,0.376,62.484
64,Bohemian Rhapsody - Remastered 2011,Queen,1799844,2018,12,24,0.397,0.396,0.05,0.254,0.227,142.913
65,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1792853,2018,12,24,0.896,0.671,0.289,0.103,0.358,112.502
66,One More Sleep,Leona Lewis,1784681,2018,12,24,0.639,0.815,0.0362,0.468,0.758,112.985
67,"Merry Christmas, Happy Holidays",*NSYNC,1761017,2018,12,24,0.642,0.939,0.0463,0.103,0.756,105.003
68,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1736347,2018,12,24,0.703,0.723,0.0412,0.0302,0.288,104.969
69,Christmas (Baby Please Come Home),Darlene Love,1731522,2018,12,24,0.343,0.76,0.0513,0.392,0.356,126.322
70,Shallow,Lady Gaga,1685033,2018,12,24,0.572,0.385,0.0308,0.371,0.323,95.799
71,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,1682476,2018,12,24,0.702,0.588,0.0563,0.634,0.849,122.945
72,Carol of the Bells,Mykola Dmytrovych Leontovych,1672511,2018,12,24,0.418,0.106,0.0448,0.994,0.8,46.718
73,a lot,21 Savage,1670791,2018,12,24,0.837,0.636,0.086,0.0395,0.274,145.972
74,I'll Be Home for Christmas,Michael Bublé,1659072,2018,12,24,0.282,0.101,0.0315,0.934,0.141,83.13
75,Joy To The World,Nat King Cole,1638905,2018,12,24,0.553,0.337,0.03,0.818,0.662,101.918
76,Solo de Mi,Bad Bunny,1625164,2018,12,24,0.743,0.73,0.125,0.287,0.15,179.972
77,Lucid Dreams,Juice WRLD,1623254,2018,12,24,0.511,0.566,0.2,0.349,0.218,83.903
78,Happy Xmas (War Is Over),Miley Cyrus,1614325,2018,12,24,0.284,0.637,0.0486,0.0626,0.197,92.045
79,Girls Like You (feat. Cardi B),Maroon 5,1612719,2018,12,24,0.851,0.541,0.0505,0.568,0.448,124.959
80,Eastside (with Halsey & Khalid),benny blanco,1576869,2018,12,24,0.632,0.686,0.243,0.549,0.329,89.949
81,SAD!,XXXTENTACION,1572400,2018,12,24,0.74,0.613,0.145,0.258,0.473,75.023
82,Do You Hear What I Hear?,Bing Crosby,1566596,2018,12,24,0.489,0.328,0.0261,0.891,0.405,100.83
83,Jingle Bells - Remastered 1999,Frank Sinatra,1565538,2018,12,24,0.512,0.339,0.0498,0.727,0.951,174.609
84,Winter Wonderland,Bing Crosby,1556887,2018,12,24,0.648,0.228,0.0454,0.769,0.503,125.526
85,Better Now,Post Malone,1548470,2018,12,24,0.68,0.563,0.0454,0.354,0.374,145.028
86,Ella Quiere Beber - Remix,Anuel Aa,1535926,2018,12,24,0.751,0.665,0.124,0.265,0.698,95.239
87,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1532453,2018,12,24,0.601,0.794,0.0671,0.00987,0.244,114.066
88,"Baby, It's Cold Outside",Dean Martin,1531009,2018,12,24,0.469,0.196,0.0571,0.882,0.537,130.036
89,High Hopes,Panic! At The Disco,1523586,2018,12,24,0.579,0.904,0.0618,0.193,0.681,82.014
90,Mistletoe And Holly - Remastered 1999,Frank Sinatra,1489338,2018,12,24,0.607,0.103,0.0404,0.804,0.341,110.378
91,when the party's over,Billie Eilish,1483136,2018,12,24,0.498,0.104,0.0621,0.979,0.205,124.001
92,In My Mind,Dynoro,1441231,2018,12,24,0.694,0.77,0.149,0.176,0.163,125.905
93,Christmas Time,Bryan Adams,1430908,2018,12,24,0.505,0.443,0.0249,0.453,0.38,76.874
94,monster,21 Savage,1409643,2018,12,24,0.89,0.607,0.124,0.158,0.224,134.022
95,Little Saint Nick - 1991 Remix,The Beach Boys,1409576,2018,12,24,0.602,0.553,0.0328,0.108,0.971,130.594
96,Vaina Loca,Ozuna,1409479,2018,12,24,0.754,0.805,0.0752,0.315,0.555,93.983
97,Better,Khalid,1408718,2018,12,24,0.596,0.552,0.097,0.0765,0.112,97.949
98,I Saw Mommy Kissing Santa Claus,The Jackson 5,1388809,2018,12,24,0.571,0.585,0.0548,0.301,0.732,128.487
99,Moonlight,XXXTENTACION,1382394,2018,12,24,0.921,0.537,0.0804,0.556,0.711,128.009
100,Wonderful Dream (Holidays Are Coming) - Radio Version,Melanie Thornton,1376866,2018,12,24,0.578,0.676,0.033,0.114,0.524,149.965
1,All I Want for Christmas Is You,Mariah Carey,8449779,2018,12,25,0.335,0.625,0.0386,0.164,0.346,150.277
2,Last Christmas,Wham!,6914425,2018,12,25,0.735,0.478,0.0293,0.189,0.947,107.682
3,Rockin' Around The Christmas Tree,Brenda Lee,5786608,2018,12,25,0.589,0.472,0.0502,0.614,0.898,67.196
4,It's Beginning to Look a Lot Like Christmas,Michael Bublé,5759859,2018,12,25,0.35,0.232,0.0331,0.907,0.381,93.269
5,Santa Tell Me,Ariana Grande,5709933,2018,12,25,0.506,0.628,0.173,0.0545,0.556,191.708
6,Jingle Bell Rock,Bobby Helms,5615454,2018,12,25,0.754,0.424,0.0363,0.643,0.806,119.705
7,It's the Most Wonderful Time of the Year,Andy Williams,5547420,2018,12,25,0.24,0.598,0.037,0.766,0.776,202.082
8,Do They Know It's Christmas? - 1984 Version,Band Aid,5310700,2018,12,25,0.599,0.642,0.0363,0.164,0.349,115.412
9,Happy Xmas (War Is Over) - Remastered,John Lennon,4742966,2018,12,25,0.328,0.607,0.0315,0.319,0.395,146.539
10,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,Paul McCartney,4616702,2018,12,25,0.774,0.511,0.0319,0.322,0.771,94.736
11,Let It Snow! Let It Snow! Let It Snow! (with The B. Swanson Quartet),Frank Sinatra,4182643,2018,12,25,0.603,0.321,0.0599,0.881,0.844,143.104
12,White Christmas,Bing Crosby,4037722,2018,12,25,0.317,0.158,0.0381,0.673,0.247,130.503
13,Mistletoe,Justin Bieber,3903199,2018,12,25,0.658,0.56,0.0467,0.498,0.854,161.994
14,The Christmas Song (Merry Christmas To You),Nat King Cole,3840541,2018,12,25,0.319,0.21,0.0341,0.92,0.209,78.696
15,Feliz Navidad,José Feliciano,3825557,2018,12,25,0.485,0.857,0.0442,0.534,0.963,148.749
16,"thank u, next",Ariana Grande,3617442,2018,12,25,0.724,0.647,0.0658,0.28,0.435,106.96
17,A Holly Jolly Christmas - Single Version,Burl Ives,3574740,2018,12,25,0.674,0.37,0.0309,0.616,0.862,140.352
18,Holly Jolly Christmas,Michael Bublé,3502655,2018,12,25,0.647,0.465,0.0428,0.865,0.699,151.251
19,Driving Home for Christmas,Chris Rea,3416102,2018,12,25,0.497,0.661,0.0361,0.328,0.894,180.225
20,Underneath the Tree,Kelly Clarkson,3415450,2018,12,25,0.509,0.812,0.0537,0.0013,0.689,159.876
21,Sleigh Ride,The Ronettes,3399646,2018,12,25,0.528,0.772,0.0288,0.403,0.852,91.735
22,Have Yourself A Merry Little Christmas,Sam Smith,3358509,2018,12,25,0.399,0.181,0.0416,0.953,0.318,145.512
23,Wow.,Post Malone,3113974,2018,12,25,0.833,0.539,0.178,0.163,0.385,99.947
24,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3075412,2018,12,25,0.841,0.798,0.229,0.153,0.591,95.948
25,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,3066981,2018,12,25,0.452,0.24,0.0351,0.912,0.701,134.005
26,Santa Claus Is Coming to Town,Michael Bublé,3035932,2018,12,25,0.594,0.389,0.0517,0.785,0.396,122.331
27,It's Beginning to Look a Lot Like Christmas (with Mitchell Ayres & His Orchestra),Perry Como,3001738,2018,12,25,0.725,0.276,0.0599,0.76,0.717,112.89
28,Blue Christmas,Elvis Presley,2938167,2018,12,25,0.465,0.27,0.0425,0.902,0.58,94.519
29,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,2893980,2018,12,25,0.76,0.479,0.0466,0.556,0.913,89.911
30,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2870668,2018,12,25,0.319,0.651,0.0342,0.501,0.474,118.501
31,Jingle Bell Rock - Daryl's Version,Daryl Hall & John Oates,2849351,2018,12,25,0.666,0.841,0.0312,0.613,0.84,128.718
32,Merry Christmas Everyone - Remastered,Shakin' Stevens,2743732,2018,12,25,0.541,0.909,0.0358,0.128,0.962,203.862
33,"Baby, It's Cold Outside (feat. Meghan Trainor)",Brett Eldredge,2721069,2018,12,25,0.583,0.572,0.0366,0.738,0.684,113.998
34,Run Rudolph Run - Single Version,Chuck Berry,2646397,2018,12,25,0.688,0.711,0.0832,0.788,0.935,152.277
35,Christmas (Baby Please Come Home),Mariah Carey,2521962,2018,12,25,0.566,0.782,0.0311,0.022,0.697,127.16
36,MIA (feat. Drake),Bad Bunny,2499392,2018,12,25,0.817,0.539,0.0621,0.0141,0.158,97.062
37,Christmas Lights,Coldplay,2460347,2018,12,25,0.312,0.418,0.0296,0.131,0.237,130.795
38,Step Into Christmas,Elton John,2440884,2018,12,25,0.54,0.928,0.0337,0.0887,0.796,140.419
39,Without Me,Halsey,2424381,2018,12,25,0.752,0.488,0.0705,0.297,0.533,136.041
40,Santa Baby,Ariana Grande,2366211,2018,12,25,0.747,0.776,0.144,0.0581,0.812,95.991
41,Winter Wonderland,Tony Bennett,2311203,2018,12,25,0.452,0.366,0.0415,0.833,0.629,115.006
42,Santa Baby,Kylie Minogue,2219304,2018,12,25,0.675,0.384,0.0449,0.749,0.416,86.952
43,My Only Wish (This Year),Britney Spears,2213226,2018,12,25,0.664,0.741,0.0277,0.216,0.669,147.077
44,Santa Claus Is Coming To Town,The Jackson 5,2181539,2018,12,25,0.696,0.564,0.0371,0.277,0.932,146.709
45,Adan y Eva,Paulo Londra,2136753,2018,12,25,0.767,0.709,0.336,0.323,0.72,171.993
46,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",Bruce Springsteen,2122579,2018,12,25,0.355,0.668,0.0482,0.362,0.413,139.734
47,SICKO MODE,Travis Scott,2107071,2018,12,25,0.834,0.73,0.222,0.00513,0.446,155.008
48,What Christmas Means To Me,Stevie Wonder,2016256,2018,12,25,0.478,0.542,0.0367,0.244,0.821,167.486
49,Santa Baby (with Henri René & His Orchestra),Eartha Kitt,2004767,2018,12,25,0.7,0.138,0.0612,0.902,0.49,84.487
50,Happier,Marshmello,1984230,2018,12,25,0.687,0.792,0.0452,0.191,0.671,100.015
51,Sweet but Psycho,Ava Max,1939341,2018,12,25,0.719,0.704,0.0476,0.0691,0.628,133.002
52,ZEZE (feat. Travis Scott & Offset),Kodak Black,1929270,2018,12,25,0.861,0.603,0.176,0.0521,0.504,98.043
53,Calma - Remix,Pedro Capó,1895193,2018,12,25,0.826,0.773,0.0524,0.323,0.761,126.899
54,Thank God It's Christmas - Non-Album Single,Queen,1889855,2018,12,25,0.296,0.421,0.0285,0.214,0.335,83.425
55,One More Sleep,Leona Lewis,1832725,2018,12,25,0.639,0.815,0.0362,0.468,0.758,112.985
56,Joy To The World,Nat King Cole,1811905,2018,12,25,0.553,0.337,0.03,0.818,0.662,101.918
57,I'll Be Home,Meghan Trainor,1804765,2018,12,25,0.514,0.362,0.0263,0.303,0.301,84.767
58,Carol of the Bells,Mykola Dmytrovych Leontovych,1789259,2018,12,25,0.418,0.106,0.0448,0.994,0.8,46.718
59,Christmas (Baby Please Come Home),Darlene Love,1785426,2018,12,25,0.343,0.76,0.0513,0.392,0.356,126.322
60,Do You Hear What I Hear?,Bing Crosby,1782185,2018,12,25,0.489,0.328,0.0261,0.891,0.405,100.83
61,"Baby, It's Cold Outside",Dean Martin,1777649,2018,12,25,0.469,0.196,0.0571,0.882,0.537,130.036
62,Santa's Coming For Us,Sia,1738364,2018,12,25,0.669,0.854,0.0999,0.0205,0.707,93.057
63,Mistletoe And Holly - Remastered 1999,Frank Sinatra,1735726,2018,12,25,0.607,0.103,0.0404,0.804,0.341,110.378
64,You Make It Feel Like Christmas (feat. Blake Shelton),Gwen Stefani,1730843,2018,12,25,0.635,0.87,0.04,0.0156,0.912,93
65,Winter Wonderland,Bing Crosby,1716432,2018,12,25,0.648,0.228,0.0454,0.769,0.503,125.526
66,Rudolph The Red-Nosed Reindeer,Dean Martin,1710936,2018,12,25,0.478,0.201,0.0332,0.919,0.857,136.471
67,White Christmas (duet with Shania Twain),Michael Bublé,1710539,2018,12,25,0.628,0.484,0.0319,0.469,0.642,63.476
68,I'll Be Home for Christmas,Michael Bublé,1701638,2018,12,25,0.282,0.101,0.0315,0.934,0.141,83.13
69,Going Bad (feat. Drake),Meek Mill,1695428,2018,12,25,0.889,0.496,0.0905,0.259,0.544,86.003
70,Mo Bamba,Sheck Wes,1640812,2018,12,25,0.729,0.625,0.0315,0.194,0.261,146.034
71,Bohemian Rhapsody - Remastered 2011,Queen,1640712,2018,12,25,0.397,0.396,0.05,0.254,0.227,142.913
72,Little Saint Nick - 1991 Remix,The Beach Boys,1591034,2018,12,25,0.602,0.553,0.0328,0.108,0.971,130.594
73,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1567809,2018,12,25,0.896,0.671,0.289,0.103,0.358,112.502
74,"Merry Christmas, Happy Holidays",*NSYNC,1541849,2018,12,25,0.642,0.939,0.0463,0.103,0.756,105.003
75,I Saw Mommy Kissing Santa Claus,The Jackson 5,1537667,2018,12,25,0.571,0.585,0.0548,0.301,0.732,128.487
76,Jingle Bells (feat. The Puppini Sisters),Michael Bublé,1532305,2018,12,25,0.702,0.588,0.0563,0.634,0.849,122.945
77,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1465108,2018,12,25,0.703,0.723,0.0412,0.0302,0.288,104.969
78,Jingle Bells - Remastered 1999,Frank Sinatra,1451144,2018,12,25,0.512,0.339,0.0498,0.727,0.951,174.609
79,imagine,Ariana Grande,1448051,2018,12,25,0.714,0.474,0.039,0.374,0.376,62.484
80,Hallelujah,Pentatonix,1436269,2018,12,25,0.321,0.377,0.0361,0.454,0.367,119.483
81,Lucid Dreams,Juice WRLD,1426904,2018,12,25,0.511,0.566,0.2,0.349,0.218,83.903
82,"Have Yourself A Merry Little Christmas - ""Meet Me In St. Louis"" Original Cast Recording",Judy Garland,1424129,2018,12,25,0.273,0.161,0.0357,0.961,0.111,64.16
83,SAD!,XXXTENTACION,1423673,2018,12,25,0.74,0.613,0.145,0.258,0.473,75.023
84,Shallow,Lady Gaga,1392716,2018,12,25,0.572,0.385,0.0308,0.371,0.323,95.799
85,Here Comes Santa Claus (Right Down Santa Claus Lane),Gene Autry,1376482,2018,12,25,0.834,0.372,0.0358,0.799,0.976,96.628
86,Girls Like You (feat. Cardi B),Maroon 5,1352722,2018,12,25,0.851,0.541,0.0505,0.568,0.448,124.959
87,Sleigh Ride,Ella Fitzgerald,1340781,2018,12,25,0.485,0.297,0.0794,0.777,0.622,154.639
88,Eastside (with Halsey & Khalid),benny blanco,1316788,2018,12,25,0.632,0.686,0.243,0.549,0.329,89.949
89,Better Now,Post Malone,1315337,2018,12,25,0.68,0.563,0.0454,0.354,0.374,145.028
90,Sleigh Ride,Carpenters,1309817,2018,12,25,0.694,0.243,0.0723,0.871,0.578,100.774
91,when the party's over,Billie Eilish,1291714,2018,12,25,0.498,0.104,0.0621,0.979,0.205,124.001
92,This Christmas,Donny Hathaway,1280992,2018,12,25,0.634,0.645,0.0376,0.292,0.677,93.05
93,Ella Quiere Beber - Remix,Anuel Aa,1276036,2018,12,25,0.751,0.665,0.124,0.265,0.698,95.239
94,a lot,21 Savage,1272407,2018,12,25,0.837,0.636,0.086,0.0395,0.274,145.972
95,High Hopes,Panic! At The Disco,1258442,2018,12,25,0.579,0.904,0.0618,0.193,0.681,82.014
96,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1256459,2018,12,25,0.601,0.794,0.0671,0.00987,0.244,114.066
97,Moonlight,XXXTENTACION,1249426,2018,12,25,0.921,0.537,0.0804,0.556,0.711,128.009
98,It's Beginning To Look Like Christmas,Bing Crosby,1239069,2018,12,25,0.473,0.212,0.0496,0.77,0.576,96.94
99,In My Mind,Dynoro,1236005,2018,12,25,0.694,0.77,0.149,0.176,0.163,125.905
100,Have Yourself a Merry Little Christmas,Christina Aguilera,1227203,2018,12,25,0.244,0.274,0.04,0.871,0.164,68.534
1,"thank u, next",Ariana Grande,4118864,2018,12,26,0.724,0.647,0.0658,0.28,0.435,106.96
2,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,3369420,2018,12,26,0.76,0.479,0.0466,0.556,0.913,89.911
3,Wow.,Post Malone,3362671,2018,12,26,0.833,0.539,0.178,0.163,0.385,99.947
4,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,3028250,2018,12,26,0.841,0.798,0.229,0.153,0.591,95.948
5,Without Me,Halsey,2934506,2018,12,26,0.752,0.488,0.0705,0.297,0.533,136.041
6,MIA (feat. Drake),Bad Bunny,2592940,2018,12,26,0.817,0.539,0.0621,0.0141,0.158,97.062
7,All I Want for Christmas Is You,Mariah Carey,2402954,2018,12,26,0.335,0.625,0.0386,0.164,0.346,150.277
8,SICKO MODE,Travis Scott,2334983,2018,12,26,0.834,0.73,0.222,0.00513,0.446,155.008
9,Happier,Marshmello,2228246,2018,12,26,0.687,0.792,0.0452,0.191,0.671,100.015
10,Sweet but Psycho,Ava Max,2193776,2018,12,26,0.719,0.704,0.0476,0.0691,0.628,133.002
11,Adan y Eva,Paulo Londra,2191669,2018,12,26,0.767,0.709,0.336,0.323,0.72,171.993
12,ZEZE (feat. Travis Scott & Offset),Kodak Black,2150879,2018,12,26,0.861,0.603,0.176,0.0521,0.504,98.043
13,Going Bad (feat. Drake),Meek Mill,2105407,2018,12,26,0.889,0.496,0.0905,0.259,0.544,86.003
14,Calma - Remix,Pedro Capó,1925479,2018,12,26,0.826,0.773,0.0524,0.323,0.761,126.899
15,Last Christmas,Wham!,1890934,2018,12,26,0.735,0.478,0.0293,0.189,0.947,107.682
16,Mo Bamba,Sheck Wes,1782662,2018,12,26,0.729,0.625,0.0315,0.194,0.261,146.034
17,Santa Tell Me,Ariana Grande,1766073,2018,12,26,0.506,0.628,0.173,0.0545,0.556,191.708
18,Drip Too Hard (Lil Baby & Gunna),Lil Baby,1748372,2018,12,26,0.896,0.671,0.289,0.103,0.358,112.502
19,imagine,Ariana Grande,1725436,2018,12,26,0.714,0.474,0.039,0.374,0.376,62.484
20,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,1679128,2018,12,26,0.703,0.723,0.0412,0.0302,0.288,104.969
21,Shallow,Lady Gaga,1624363,2018,12,26,0.572,0.385,0.0308,0.371,0.323,95.799
22,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,1605930,2018,12,26,0.601,0.794,0.0671,0.00987,0.244,114.066
23,Bohemian Rhapsody - Remastered 2011,Queen,1566441,2018,12,26,0.397,0.396,0.05,0.254,0.227,142.913
24,SAD!,XXXTENTACION,1565628,2018,12,26,0.74,0.613,0.145,0.258,0.473,75.023
25,Girls Like You (feat. Cardi B),Maroon 5,1563715,2018,12,26,0.851,0.541,0.0505,0.568,0.448,124.959
26,Lucid Dreams,Juice WRLD,1553277,2018,12,26,0.511,0.566,0.2,0.349,0.218,83.903
27,Eastside (with Halsey & Khalid),benny blanco,1548356,2018,12,26,0.632,0.686,0.243,0.549,0.329,89.949
28,when the party's over,Billie Eilish,1536469,2018,12,26,0.498,0.104,0.0621,0.979,0.205,124.001
29,Better Now,Post Malone,1512123,2018,12,26,0.68,0.563,0.0454,0.354,0.374,145.028
30,High Hopes,Panic! At The Disco,1465759,2018,12,26,0.579,0.904,0.0618,0.193,0.681,82.014
31,Better,Khalid,1419982,2018,12,26,0.596,0.552,0.097,0.0765,0.112,97.949
32,It's Beginning to Look a Lot Like Christmas,Michael Bublé,1407534,2018,12,26,0.35,0.232,0.0331,0.907,0.381,93.269
33,Moonlight,XXXTENTACION,1365618,2018,12,26,0.921,0.537,0.0804,0.556,0.711,128.009
34,Solo de Mi,Bad Bunny,1360820,2018,12,26,0.743,0.73,0.125,0.287,0.15,179.972
35,a lot,21 Savage,1356992,2018,12,26,0.837,0.636,0.086,0.0395,0.274,145.972
36,monster,21 Savage,1348128,2018,12,26,0.89,0.607,0.124,0.158,0.224,134.022
37,Bad Liar,Imagine Dragons,1331059,2018,12,26,0.383,0.637,0.0703,0.0722,0.0827,177.913
38,In My Mind,Dynoro,1328585,2018,12,26,0.694,0.77,0.149,0.176,0.163,125.905
39,Ella Quiere Beber - Remix,Anuel Aa,1323034,2018,12,26,0.751,0.665,0.124,0.265,0.698,95.239
40,Be Alright,Dean Lewis,1281251,2018,12,26,0.553,0.586,0.0362,0.697,0.443,126.684
41,Jingle Bell Rock,Bobby Helms,1278547,2018,12,26,0.754,0.424,0.0363,0.643,0.806,119.705
42,Leave Me Alone,Flipp Dinero,1276240,2018,12,26,0.792,0.743,0.0851,0.107,0.742,150.024
